GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,Line,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "00000","United States", ,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","   Health care",2901,3016,3095,3255,3497,3765,3978,4231,4469,4665,4907,5115,5322,5494,5639,5803,5879,6095,6414,6686,6900,7191
 "00000","United States", ,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","   Transportation services",777,816,865,926,912,876,895,926,961,996,1021,1028,969,987,1054,1087,1139,1203,1243,1297,1352,1413
 "00000","United States", ,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","   Recreation services",764,798,853,902,920,944,996,1064,1110,1177,1247,1279,1266,1305,1313,1372,1414,1465,1534,1608,1661,1722
 "00000","United States", ,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","   Food services and accommodations",1260,1312,1363,1449,1473,1517,1595,1702,1806,1912,1997,2039,1997,2055,2149,2246,2317,2440,2597,2700,2810,2975
 "00000","United States", ,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","   Financial services and insurance",1500,1617,1743,1924,1845,1859,1931,2068,2230,2329,2447,2488,2319,2439,2561,2613,2716,2852,2983,3026,3200,3396
 "00000","United States", ,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","   Other services",1656,1792,1867,2008,2139,2207,2328,2425,2521,2659,2763,2817,2780,2816,2867,2909,2922,3044,3115,3254,3387,3550
 "00000","United States", ,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",387,449,495,560,628,690,708,705,712,802,826,945,943,952,1001,1088,1116,1148,1158,1230,1273,1354
 "00000","United States", ,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"...","   Gross output of nonprofit institutions",1843,1967,2065,2203,2374,2563,2670,2797,2939,3124,3264,3444,3548,3649,3766,3940,4024,4153,4313,4528,4680,4884
 "00000","United States", ,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions",1456,1518,1570,1643,1745,1873,1962,2092,2227,2323,2438,2499,2605,2697,2765,2851,2908,3005,3155,3298,3407,3530
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",17020,17696,18638,19559,20218,21174,22065,23268,24784,25693,26574,27055,26587,27340,28176,28818,29273,30124,30843,31497,32527,33904
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",6936,7110,7588,7893,8105,8461,8840,9413,10003,10369,10736,10633,10073,10427,10901,11144,11288,11550,11598,11642,12004,12446
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2313,2454,2639,2692,2747,2929,3006,3176,3314,3374,3518,3169,2919,3010,3120,3236,3327,3428,3568,3685,3824,3965
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1120,1200,1304,1307,1354,1436,1433,1455,1472,1441,1442,1204,1083,1187,1255,1340,1387,1434,1520,1549,1592,1657
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",509,530,560,582,582,620,642,693,750,783,796,730,662,656,662,675,686,707,744,788,825,857
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",437,457,484,499,509,549,601,675,721,754,850,814,757,736,748,761,778,789,796,846,904,931
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",247,266,292,305,302,325,330,354,372,396,430,421,416,430,454,460,476,498,507,503,503,520
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",4623,4656,4948,5200,5358,5532,5834,6237,6689,6995,7218,7464,7154,7417,7781,7908,7960,8122,8030,7957,8180,8481
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1773,1784,1867,1870,1966,2017,2071,2134,2243,2216,2261,2334,2344,2353,2425,2457,2456,2517,2558,2596,2638,2747
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",813,833,852,855,849,869,848,881,919,928,926,909,877,903,928,926,929,952,981,994,991,1015
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",558,482,529,685,638,595,699,822,997,1141,1205,1351,981,1164,1423,1440,1425,1334,1008,882,972,1079
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1480,1557,1701,1790,1905,2051,2215,2399,2529,2711,2825,2870,2952,2997,3006,3084,3151,3319,3483,3485,3579,3641
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",10084,10586,11051,11667,12113,12712,13225,13855,14781,15324,15838,16422,16515,16913,17275,17673,17985,18574,19245,19855,20523,21457
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",9900,10356,10770,11357,11795,12385,12927,13533,14460,15011,15472,15964,16067,16474,16814,17186,17484,18033,18713,19266,19911,20795
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","   Housing and utilities",2510,2651,2758,2925,3090,3198,3319,3461,3700,3886,4038,4185,4224,4395,4484,4576,4695,4906,5050,5288,5435,5642
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","   Health care",2856,2927,2967,3091,3286,3541,3695,3874,4240,4354,4413,4536,4694,4730,4793,4988,5077,5223,5485,5619,5806,6019
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","   Transportation services",480,502,523,541,533,524,533,552,581,594,598,593,556,573,596,602,606,632,654,682,717,742
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","   Recreation services",750,739,740,744,755,784,812,858,891,916,933,959,951,971,967,982,1001,1012,1051,1090,1110,1150
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","   Food services and accommodations",960,994,1049,1079,1099,1135,1212,1279,1370,1447,1506,1558,1562,1602,1654,1717,1766,1837,1952,2031,2107,2225
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","   Financial services and insurance",1088,1243,1412,1595,1574,1685,1774,1877,2003,2084,2239,2350,2293,2388,2458,2463,2464,2485,2577,2569,2675,2844
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","   Other services",1255,1301,1321,1381,1459,1519,1582,1632,1676,1730,1744,1783,1787,1814,1862,1859,1876,1939,1944,1988,2060,2172
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",183,230,281,309,318,327,298,322,321,313,366,458,448,440,461,487,501,541,532,589,612,663
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"...","   Gross output of nonprofit institutions",1447,1545,1660,1754,1832,1941,1968,2128,2264,2338,2534,2655,2719,2780,2850,2926,3009,3079,3186,3291,3415,3577
 "01000","Alabama",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions",1264,1314,1379,1444,1514,1614,1670,1806,1944,2025,2167,2197,2271,2340,2389,2439,2508,2538,2654,2702,2803,2915
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",22512,23350,24671,26400,27812,29470,31014,32481,34205,35609,37054,38532,38355,38998,40682,41743,42202,43886,45345,46205,48053,50246
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",8354,8508,8993,9282,9515,10047,10540,11147,11599,11936,12361,12641,12014,12190,12666,12847,12829,13105,12915,12798,13049,13383
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2749,2883,3051,3082,3222,3566,3716,3982,4088,4074,4148,4001,3799,3772,3810,3956,4006,4051,4078,4126,4226,4313
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",936,1012,1136,1183,1252,1401,1418,1424,1341,1234,1220,1049,1009,1009,1012,1095,1116,1126,1164,1116,1116,1104
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",590,607,626,637,676,768,803,851,926,941,946,968,924,916,926,946,949,995,1016,1006,1020,1061
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",855,884,880,850,892,983,1056,1236,1327,1376,1433,1441,1360,1340,1345,1380,1406,1385,1332,1432,1505,1546
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",369,379,409,413,402,414,439,471,494,524,549,544,507,506,528,536,536,546,565,573,585,602
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",5604,5625,5942,6199,6293,6481,6824,7165,7512,7862,8213,8640,8215,8419,8856,8891,8822,9054,8837,8672,8823,9070
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",2387,2461,2550,2589,2690,2793,2948,3074,3230,3371,3555,3748,3722,3746,3871,3897,3893,3987,3983,3941,3992,4097
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",838,834,845,855,853,855,876,896,907,920,917,918,870,877,908,917,912,949,973,979,978,1017
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",761,651,715,900,809,759,821,949,1048,1111,1190,1371,1025,1189,1431,1459,1468,1442,1081,920,998,1105
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1619,1678,1832,1855,1942,2074,2179,2246,2326,2459,2551,2602,2599,2606,2646,2618,2549,2676,2800,2833,2855,2851
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",14159,14842,15678,17118,18296,19423,20474,21334,22605,23673,24693,25891,26341,26808,28016,28896,29373,30781,32430,33407,35003,36863
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",13456,14006,14792,16081,17178,18160,19212,20140,21242,22168,23111,24129,24454,24841,25867,26603,27023,28432,30049,30937,32428,34123
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","   Housing and utilities",3832,4015,4229,4443,4726,4875,5042,5257,5598,5952,6249,6535,6657,6543,6754,6904,6993,7371,7851,8122,8558,8927
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","   Health care",2804,2938,3190,3720,4275,4794,5203,5561,5936,6212,6520,6927,7243,7496,7862,8240,8410,8945,9607,10020,10730,11531
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","   Transportation services",738,780,833,933,975,933,952,970,1000,1015,1046,1092,1017,1026,1088,1094,1186,1228,1249,1295,1339,1366
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","   Recreation services",636,638,683,745,761,783,868,978,1070,1145,1270,1332,1333,1366,1380,1449,1501,1613,1669,1679,1697,1701
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","   Food services and accommodations",1777,1798,1881,2010,2046,2170,2338,2469,2572,2705,2809,2893,2812,2885,3049,3146,3202,3431,3636,3622,3636,3811
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","   Financial services and insurance",1669,1713,1793,1920,1875,1903,1949,1986,2071,2042,2071,2129,2088,2189,2302,2306,2294,2322,2423,2456,2675,2827
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","   Other services",1999,2124,2183,2310,2519,2702,2861,2920,2996,3096,3146,3222,3304,3336,3433,3464,3438,3522,3614,3743,3792,3960
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",703,836,887,1037,1119,1263,1262,1194,1363,1505,1582,1762,1887,1967,2149,2293,2350,2349,2381,2470,2576,2740
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"...","   Gross output of nonprofit institutions",2277,2502,2587,2843,2982,3252,3259,3249,3633,3905,4107,4331,4557,4703,4963,5165,5287,5328,5526,5761,6005,6327
 "02000","Alaska",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions",1574,1666,1700,1806,1864,1990,1997,2055,2270,2400,2525,2569,2670,2736,2814,2872,2937,2979,3145,3291,3430,3587
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",19416,20274,21392,22579,23118,23728,24672,26095,27652,29051,29996,29693,28596,29121,29951,30410,30822,31770,32438,33059,34471,35906
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",7275,7495,7994,8501,8601,8707,9117,9844,10650,11321,11547,10989,9936,10151,10643,10791,10858,11176,11101,11129,11573,11972
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2713,2918,3108,3357,3406,3515,3619,3905,4170,4367,4293,3649,3146,3197,3354,3454,3548,3656,3787,3845,4015,4173
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1121,1201,1287,1335,1400,1418,1432,1493,1554,1541,1527,1153,962,1021,1100,1211,1282,1338,1431,1442,1503,1586
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",645,694,723,790,797,828,854,952,1058,1117,1037,885,743,733,774,769,767,805,831,872,926,971
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",618,679,734,836,818,853,885,973,1035,1127,1107,1018,872,858,870,866,889,900,912,916,960,971
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",329,343,364,395,391,416,447,488,522,582,623,592,570,585,609,609,610,614,614,616,625,644
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",4561,4577,4885,5145,5195,5192,5499,5939,6480,6954,7254,7340,6790,6954,7290,7337,7310,7520,7314,7284,7558,7799
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1716,1732,1823,1826,1884,1908,2001,2171,2326,2454,2562,2613,2540,2546,2561,2568,2559,2659,2683,2711,2780,2829
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",765,767,798,835,835,851,881,925,980,1024,1035,989,949,974,998,1014,1024,1046,1057,1057,1059,1079
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",621,542,589,719,670,595,681,776,964,1075,1187,1283,908,1011,1235,1277,1260,1200,921,804,906,1014
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1460,1535,1676,1764,1805,1838,1936,2066,2209,2401,2470,2456,2393,2422,2495,2479,2468,2615,2653,2711,2814,2877
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",12141,12780,13398,14078,14518,15021,15555,16251,17002,17729,18449,18705,18660,18970,19307,19619,19964,20594,21337,21930,22898,23934
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",11944,12566,13146,13798,14216,14701,15261,15913,16740,17347,17971,18161,18157,18478,18791,19071,19393,20015,20766,21319,22271,23268
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","   Housing and utilities",3511,3649,3753,3920,4119,4220,4306,4477,4694,4940,5149,5356,5626,5748,5827,5860,5969,6176,6459,6674,6849,7030
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","   Health care",2393,2450,2524,2668,2863,3135,3367,3569,3886,4007,4184,4388,4568,4721,4795,4905,4948,4979,5169,5329,5584,5851
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","   Transportation services",742,797,851,894,868,843,855,877,928,980,998,975,883,894,983,1021,1044,1095,1108,1137,1206,1262
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","   Recreation services",714,765,836,839,859,883,927,997,1038,1136,1195,1172,1135,1131,1089,1122,1147,1193,1228,1269,1333,1383
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","   Food services and accommodations",1423,1467,1535,1612,1605,1633,1716,1851,2019,2151,2270,2221,2113,2127,2195,2263,2333,2445,2600,2649,2832,3004
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","   Financial services and insurance",1796,1919,2069,2251,2199,2219,2253,2264,2269,2147,2100,1971,1728,1722,1725,1700,1757,1850,1927,1918,2045,2140
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","   Other services",1365,1519,1579,1614,1702,1769,1838,1878,1907,1986,2074,2079,2104,2136,2176,2201,2196,2278,2275,2342,2422,2598
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",197,214,252,280,302,320,294,338,262,382,478,543,503,492,517,548,571,578,571,611,627,666
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"...","   Gross output of nonprofit institutions",1353,1467,1529,1588,1666,1758,1837,2001,2049,2220,2395,2501,2528,2592,2650,2725,2789,2867,2946,3073,3149,3251
 "04000","Arizona",6,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions",1156,1252,1277,1308,1365,1438,1543,1664,1787,1837,1917,1957,2024,2100,2134,2177,2218,2288,2376,2462,2522,2585
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",15785,16547,17556,18556,19204,19834,20721,21813,23135,24214,25241,25983,25678,26354,27422,28185,28819,29796,30596,31628,32913,34095
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",6601,6764,7285,7766,7765,7869,8232,8647,9088,9435,9819,9976,9592,10032,10589,10835,11100,11391,11425,11725,12110,12426
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2285,2411,2585,2666,2724,2897,3014,3141,3214,3248,3361,3240,3069,3147,3211,3308,3445,3585,3710,3851,3946,4001
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1053,1115,1193,1188,1244,1311,1313,1329,1284,1235,1271,1131,1069,1170,1223,1319,1389,1459,1551,1593,1600,1607
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",504,521,553,592,589,630,660,704,743,759,759,739,695,698,702,713,732,759,800,846,890,928
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",425,464,506,531,554,614,676,727,792,830,876,890,822,792,791,781,811,828,807,848,890,890
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",303,311,333,354,337,342,366,381,395,424,454,480,483,486,496,495,513,538,552,565,567,577
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",4317,4353,4701,5100,5042,4972,5218,5506,5874,6187,6458,6736,6523,6885,7378,7527,7655,7806,7714,7873,8164,8425
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1518,1525,1617,1703,1688,1642,1694,1748,1807,1834,1916,1991,2057,2089,2184,2236,2312,2392,2496,2590,2648,2697
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",784,817,866,913,872,847,856,856,879,887,890,870,862,883,914,944,948,980,1004,1020,1021,1054
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",629,568,644,830,788,724,820,968,1150,1282,1348,1509,1125,1367,1674,1711,1705,1549,1169,1040,1131,1266
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1385,1443,1573,1654,1693,1760,1848,1934,2039,2184,2304,2366,2479,2545,2605,2636,2691,2884,3044,3223,3364,3409
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",9183,9783,10271,10790,11439,11965,12489,13166,14047,14778,15422,16007,16086,16322,16833,17350,17720,18406,19172,19903,20803,21668
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",9006,9530,9961,10468,11078,11571,12102,12787,13643,14312,14937,15439,15500,15732,16210,16694,17033,17706,18465,19143,20014,20823
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","   Housing and utilities",2547,2665,2751,2915,3109,3176,3276,3437,3694,3906,3998,4174,4210,4256,4344,4435,4563,4715,4887,4973,5145,5407
 "05000","Arkansas",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","   Health care",2520,2656,2736,2879,3152,3407,3579,3767,4013,4104,4305,4494,4620,4661,4764,4917,4909,5148,5413,5762,6048,6299
